D40A,Ivana Kašparová,SSU6951,,083.20
D40A,Zuzana Škvorová,KAM7350,,088.47
D40A,Jana Kundratová,JZL7351,,088.48
D40A,Marcela Hiršová,VBM7079,,096.45
D40A,Iva Kaplanová,LPU6859,,106.11
D40A,Hana Šmelíková,ASU6999,,110.45
D40A,Jana Sedláčková,HLV7060,,123.16
D40A,Jitka Demlová,LPU6955,,144.43
D40A,Lenka Hankovcová,KAM7053,,148.43
D40A,Lenka Hrušková,YBM6251,,150.57
D40A,Radmila Fukalová,AOV7051,,159.32
D40A,Lenka Westin,2050547,,161.29
D40B,Iva Linková,TUR6850,,048.55
D40B,Jana Eichlerová,KAS7051,,054.51
D40B,Kamila Odehnalová,ABM7052,,089.49
D40B,Dagmar Miklušová,1240284,,113.40
D40B,Marie Kašparová,ZAK7250,,117.39
D45A,Carina Sandberg,2920824,,046.07
D45A,Lada Jemelíková,VBM6555,,046.21
D45A,Silvia Schneider-Schies,3070849,,046.22
D45A,Riikka Eerola,3200879,,049.15
D45A,Hlavová Miroslava,KON6389,,051.48
D45A,Michaela Kosová,SRK6752,,065.32
D45A,Iveta Ostřanská,SSU6591,,069.33
D45A,Iva Knapová,LPU6052,,072.27
D45A,Jana Smelikova,800177,,092.10
D45A,Pavla Mrázová,DCE5550,,095.03
D45A,Jana Tichá,TJH6451,,105.24
D45A,Karen Blatchford,2630732,,117.16
D45A,Hana Šimková,UOL6653,,119.52
D45A,Lenka Kettnerová,HCE6450,,124.14
D45A,Petya Dimitroba,980245,,126.12
D45A,Lenka Dittrichova,KON6285,,132.43
D45A,Elvina Ivanova,980242,,144.25
D45B,Vladimíra Kučerová,CHT6460,,054.42
D45B,Dana Julínková,LPU6555,,061.27
D45B,Jitka Fajkusová,JPV6773,,080.06
D45B,May Toril Moen,NOR,,080.49
D45B,Snejana Kadieva,980244,,085.20
D45B,Iveta Veverková,VAM6452,,101.23
D45B,Soňa Mazúrová,1240294,,108.57
D45B,Irena Peřinková,BBM6550,,117.28
D45B,Lenka Svobodová,ROU6650,,131.17
D45B,Janine Steer,2760768,,146.36
D45B,Karolína Pohořalá,ROU6850,,161.47
D50A,Rönning Kjersti,3810989,,043.55
D50A,Caroline Moran,3450929,,086.24
D50A,Mirka Vlažná,LCE5852,,091.26
D50A,Sue Harding,3010836,,098.20
D50A,Toni Brown,2670743,,124.07
D50A,Eva Smičková,KON5887,,147.35
D50A,Jiřina Tichá,DOB6050,,194.23
D50B,Iva Syslová,TTR6151,,050.38
D50B,Jana Sklenářová,MLA6258,,101.12
D50B,Věra Petrová,VLI6251,,101.18
D50B,Pavla Vlčková,TYN6351,,104.58
D50B,Hannelore Schreiber,2270702,,139.54
D50B,Iva Kabrtova,PEN6350,,140.09
D55A,Alena Rosecká,PZR5654,,044.01
D55A,Ladislava Víchová,LPU5851,,044.15
D55A,Beata Vávrová,ASU5651,,100.49
